OG0005999 >XP_012791491.1
OG0006974 >XP_004603836.1
OG0006975 >XP_012790594.1
OG0006976 >XP_004604344.1
OG0006977 >XP_004620074.1
OG0006978 >XP_004605593.1
OG0006979 >XP_004620100.2
OG0006980 >XP_004603837.1
OG0006981 >XP_004621211.1
OG0006982 >XP_004601619.1
OG0006983 >XP_004613566.1
OG0006984 >XP_004603626.1
OG0006985 >XP_004605815.1
OG0006986 >XP_004612452.1
OG0006987 >XP_012791158.1
OG0006988 >XP_004615256.1
OG0006989 >XP_012788648.1
OG0006990 >XP_004613993.1
OG0006991 >XP_004605640.1
OG0006992 >XP_004620670.1
OG0006994 >XP_004608169.1
OG0006995 >XP_004612343.1
OG0006996 >XP_004608957.1
OG0006997 >XP_004617084.1
OG0006998 >XP_004604345.1
OG0006999 >XP_012790938.1
OG0007000 >XP_004602526.2
OG0007001 >XP_012790859.1
OG0007002 >XP_004606378.1
OG0007003 >XP_012789240.1
OG0007004 >XP_004620072.1
OG0007005 >XP_004614174.1
OG0007006 >XP_004601901.1
OG0007007 >XP_004604346.1
OG0007008 >XP_004602421.1
OG0007009 >XP_012791063.1
OG0007011 >XP_004603793.1
OG0007012 >XP_004621638.1
OG0007014 >XP_004602423.1
OG0007015 >XP_004616194.1
OG0007016 >XP_004620322.1
OG0007018 >XP_004605853.1
OG0007019 >XP_004613204.1
OG0007020 >XP_004613790.1
OG0007021 >XP_004601613.1
OG0007022 >XP_004608170.1
OG0007023 >XP_004609261.1
OG0007024 >XP_004601612.1
OG0007025 >XP_012788802.1
OG0007026 >XP_004616195.1
OG0007027 >XP_004620671.1
OG0007028 >XP_004614016.1
OG0007029 >XP_004602424.1
OG0007030 >XP_004605748.1
OG0007031 >XP_004601610.1
OG0007032 >XP_004608732.1
OG0007033 >XP_004608173.1
OG0007035 >XP_004602374.1
OG0007036 >XP_012789464.1
OG0007037 >XP_004601609.1
OG0007038 >XP_012787071.1
OG0007039 >XP_004603114.1
OG0007040 >XP_004601607.1
OG0007041 >XP_004605456.1
OG0007042 >XP_004613393.1
OG0007043 >XP_004608321.1
OG0007044 >XP_004601606.1
OG0007045 >XP_004602943.1
OG0007046 >XP_004614214.1
OG0007047 >XP_004620320.1
OG0007049 >XP_012789158.1
OG0007050 >XP_004601605.1
OG0007051 >XP_004603327.1
OG0007052 >XP_012790858.1
OG0007053 >XP_004604167.1
OG0007054 >XP_004613564.1
OG0007055 >XP_012788002.1
OG0007056 >XP_004603115.1
OG0007057 >XP_004600397.1
OG0007059 >XP_004612342.1
OG0007060 >XP_012788647.1
OG0007061 >XP_004620099.2
OG0007062 >XP_004621153.1
OG0007063 >XP_004613205.1
OG0007064 >XP_004615258.1
OG0007066 >XP_004608320.1
OG0007067 >XP_004602900.1
OG0007068 >XP_012791062.1
OG0007069 >XP_004603840.1
OG0007070 >XP_004620071.1
OG0007071 >XP_004611645.2
OG0007072 >XP_004603204.1
OG0007073 >XP_004605977.1
OG0007074 >XP_004612341.1
OG0007075 >XP_004609345.1
OG0007076 >XP_004620097.1
OG0007077 >XP_004608317.1
OG0007078 >XP_004608738.1
OG0007079 >XP_004600749.1
OG0007081 >XP_004603120.1
OG0007082 >XP_004607704.1
OG0007083 >XP_004600328.1
OG0007084 >XP_004603121.1
OG0007085 >XP_004617170.1
OG0007087 >XP_012787144.1
OG0007088 >XP_004616196.1
OG0007089 >XP_012789046.1
OG0007090 >XP_004614176.1
OG0007091 >XP_012787608.1
OG0007092 >XP_004621151.1
OG0007093 >XP_004606376.1
OG0007094 >XP_004605744.1
OG0007095 >XP_004616197.1
OG0007096 >XP_004606593.1
OG0007097 >XP_004603621.1
OG0007098 >XP_004613390.1
OG0007099 >XP_004616219.1
OG0007100 >XP_004600202.1
OG0007101 >XP_004606375.1
OG0007102 >XP_004602371.1
OG0007103 >XP_004621150.1
OG0007105 >XP_012789463.1
OG0007106 >XP_004616858.1
OG0007107 >XP_004608316.1
OG0007108 >XP_004615265.2
OG0007109 >XP_004616673.1
OG0007110 >XP_004605856.1
OG0007111 >XP_004603841.1
OG0007112 >XP_012789343.1
OG0007113 >XP_004614180.1
OG0007114 >XP_004608741.1
OG0007115 >XP_004606374.1
OG0007116 >XP_004617172.1
OG0007117 >XP_004621149.1
OG0007118 >XP_004605452.1
OG0007119 >XP_004604350.1
OG0007120 >XP_004613389.1
OG0007121 >XP_004616220.1
OG0007122 >XP_012787517.1
OG0007123 >XP_004608742.1
OG0007124 >XP_004606598.1
OG0007125 >XP_004600201.1
OG0007126 >XP_004613563.1
OG0007127 >XP_004601593.1
OG0007128 >XP_004603620.1
OG0007129 >XP_004621102.1
OG0007130 >XP_004616856.1
OG0007131 >XP_004611555.1
OG0007132 >XP_004617138.1
OG0007133 >XP_004608176.1
OG0007134 >XP_004616667.1
OG0007135 >XP_004618275.1
OG0007136 >XP_004605644.1
OG0007137 >XP_004614225.1
OG0007138 >XP_004618677.1
OG0007139 >XP_004605564.1
OG0007140 >XP_004607823.1
OG0007141 >XP_004603619.1
OG0007142 >XP_004613209.1
OG0007143 >XP_004617173.1
OG0007144 >XP_012789274.1
OG0007145 >XP_004616199.1
OG0007146 >XP_004613560.1
OG0007147 >XP_004605858.1
OG0007148 >XP_004611701.1
OG0007149 >XP_004614182.1
OG0007150 >XP_012788642.1
OG0007151 >XP_004605740.1
OG0007152 >XP_012789044.1
OG0007153 >XP_004616664.1
OG0007154 >XP_004614340.1
OG0007155 >XP_004616200.1
OG0007156 >XP_004618272.1
OG0007158 >XP_012791585.1
OG0007159 >XP_004612447.1
OG0007160 >XP_004621148.1
OG0007161 >XP_004614227.1
OG0007162 >XP_004618676.1
OG0007163 >XP_004602525.1
OG0007164 >XP_004603331.1
OG0007165 >XP_004613210.1
OG0007166 >XP_004616663.1
OG0007168 >XP_012789427.1
OG0007169 >XP_004601027.2
OG0007172 >XP_004612445.1
OG0007173 >XP_004602366.1
OG0007174 >XP_004609259.1
OG0007175 >XP_004601899.1
OG0007176 >XP_004621147.1
OG0007177 >XP_004612661.1
OG0007178 >XP_004600496.1
OG0007179 >XP_012791060.1
OG0007180 >XP_004613559.2
OG0007181 >XP_012789818.1
OG0007182 >XP_004616662.1
OG0007183 >XP_012789345.1
OG0007184 >XP_004616201.1
OG0007185 >XP_004607702.1
OG0007186 >XP_012789210.1
OG0007187 >XP_004616661.1
OG0007188 >XP_004602091.1
OG0007190 >XP_004614228.1
OG0007191 >XP_012787575.1
OG0007192 >XP_004605808.1
OG0007193 >XP_012787376.1
OG0007194 >XP_004601581.1
OG0007195 >XP_004603129.1
OG0007196 >XP_012791061.1
OG0007197 >XP_012790072.1
OG0007199 >XP_004616849.1
OG0007200 >XP_004611641.1
OG0007201 >XP_004612660.1
OG0007202 >XP_012791586.1
OG0007203 >XP_004613384.1
OG0007204 >XP_004607821.1
OG0007205 >XP_004601854.1
OG0007206 >XP_004614530.1
OG0007207 >XP_004604172.1
OG0007208 >XP_004608748.1
OG0007209 >XP_004601766.1
OG0007210 >XP_012790989.1
OG0007211 >XP_004609258.1
OG0007212 >XP_004605865.1
OG0007213 >XP_004608960.1
OG0007214 >XP_004602499.1
OG0007215 >XP_004616659.1
OG0007216 >XP_004601579.2
OG0007217 >XP_012787518.1
OG0007218 >XP_004621101.1
OG0007219 >XP_004611640.1
OG0007220 >XP_004608961.1
OG0007221 >XP_012788572.1
OG0007222 >XP_004609257.1
OG0007223 >XP_004613379.1
OG0007224 >XP_004612737.1
OG0007225 >XP_004611639.1
OG0007226 >XP_004613991.1
OG0007228 >XP_004620875.1
OG0007230 >XP_004602058.1
OG0007231 >XP_004610276.1
OG0007232 >XP_012787559.1
OG0007233 >XP_004602365.1
OG0007234 >XP_004620876.1
OG0007235 >XP_004611554.1
OG0007237 >XP_004605986.1
OG0007238 >XP_004605408.1
OG0007239 >XP_004612659.1
OG0007240 >XP_004610278.1
OG0007241 >XP_004615546.1
OG0007242 >XP_004605091.2
OG0007243 >XP_012787078.1
OG0007244 >XP_004606613.1
OG0007245 >XP_012791587.1
OG0007246 >XP_004601897.1
OG0007247 >XP_004602819.1
OG0007249 >XP_004618269.1
OG0007251 >XP_004619273.1
OG0007252 >XP_004615544.1
OG0007253 >XP_004614010.1
OG0007254 >XP_004616656.1
OG0007255 >XP_004603333.1
OG0007256 >XP_004615171.1
OG0007257 >XP_004603608.1
OG0007258 >XP_004619272.1
OG0007259 >XP_004620566.1
OG0007260 >XP_012787011.1
OG0007261 >XP_004605087.1
OG0007262 >XP_004605987.1
OG0007263 >XP_004603894.1
OG0007264 >XP_004601798.1
OG0007265 >XP_004601573.1
OG0007266 >XP_004605870.1
OG0007267 >XP_012788229.1
OG0007268 >XP_004608753.1
OG0007269 >XP_004615483.1
OG0007270 >XP_004607562.1
OG0007271 >XP_004602057.1
OG0007272 >XP_004612658.1
OG0007273 >XP_004600334.1
OG0007274 >XP_004614239.1
OG0007275 >XP_004604327.1
OG0007276 >XP_004605598.1
OG0007277 >XP_004619271.1
OG0007278 >XP_004602822.2
OG0007279 >XP_004603785.1
OG0007280 >XP_004605409.1
OG0007281 >XP_012789346.1
OG0007282 >XP_004605989.1
OG0007283 >XP_004611551.1
OG0007284 >XP_012789036.1
OG0007285 >XP_004613375.1
OG0007286 >XP_004605871.1
OG0007287 >XP_012789742.1
OG0007288 >XP_004605085.1
OG0007289 >XP_004602068.1
OG0007290 >XP_004615482.1
OG0007291 >XP_004602363.1
OG0007292 >XP_004622856.2
OG0007293 >XP_012789388.1
OG0007294 >XP_004608759.1
OG0007295 >XP_004605736.1
OG0007296 >XP_004605991.1
OG0007297 >XP_012790368.1
OG0007298 >XP_004604326.1
OG0007299 >XP_004605649.1
OG0007300 >XP_004601569.1
OG0007301 >XP_004605735.1
OG0007302 >XP_004605084.1
OG0007303 >XP_012787125.1
OG0007304 >XP_004616650.1
OG0007305 >XP_004603605.1
OG0007306 >XP_004605993.1
OG0007307 >XP_004607033.1
OG0007308 >XP_004616846.1
OG0007309 >XP_004605872.1
OG0007310 >XP_004613923.1
OG0007311 >XP_004619382.1
OG0007312 >XP_004601896.1
OG0007313 >XP_004613990.1
OG0007315 >XP_004613374.1
OG0007316 >XP_004601895.1
OG0007317 >XP_004605734.1
OG0007319 >XP_012789769.1
OG0007320 >XP_004601764.1
OG0007321 >XP_004608967.1
OG0007322 >XP_004607559.1
OG0007323 >XP_004612655.1
OG0007324 >XP_004605350.1
OG0007325 >XP_004619381.1
OG0007326 >XP_004601567.1
OG0007327 >XP_012788230.1
OG0007328 >XP_004602825.1
OG0007329 >XP_004617833.1
OG0007330 >XP_004605875.1
OG0007331 >XP_012789372.1
OG0007332 >XP_004605349.1
OG0007333 >XP_004605876.1
OG0007334 >XP_004615983.1
OG0007335 >XP_004612654.1
OG0007336 >XP_004605599.1
OG0007337 >XP_012790705.1
OG0007338 >XP_004604097.1
OG0007339 >XP_012787123.1
OG0007340 >XP_004608761.1
OG0007342 >XP_004614341.1
OG0007343 >XP_004612733.2
OG0007344 >XP_004618329.1
OG0007345 >XP_012790706.1
OG0007347 >XP_004607681.1
OG0007348 >XP_004600335.1
OG0007350 >XP_004614248.1
OG0007351 >XP_004618328.1
OG0007352 >XP_004620569.1
OG0007353 >XP_012789500.1
OG0007354 >XP_004619379.1
OG0007355 >XP_004605877.1
OG0007356 >XP_004611550.1
OG0007357 >XP_004617810.1
OG0007358 >XP_012790039.1
OG0007359 >XP_004600337.1
OG0007360 >XP_012787866.1
OG0007361 >XP_004615478.1
OG0007362 >XP_004605542.1
OG0007363 >XP_004602655.1
OG0007364 >XP_004620497.2
OG0007365 >XP_004601761.1
OG0007366 >XP_004614005.1
OG0007368 >XP_004613558.1
OG0007369 >XP_004605650.2
OG0007370 >XP_004619269.1
OG0007371 >XP_012788231.1
OG0007372 >XP_012790708.1
OG0007373 >XP_004600195.1
OG0007374 >XP_004603130.2
OG0007375 >XP_004618265.1
OG0007376 >XP_004619378.1
OG0007377 >XP_004615986.1
OG0007378 >XP_004613557.1
OG0007380 >XP_004603896.1
OG0007381 >XP_004617809.2
OG0007382 >XP_004607316.1
OG0007384 >XP_004613373.1
OG0007386 >XP_004604854.1
OG0007387 >XP_004613556.1
OG0007388 >XP_004615477.1
OG0007389 >XP_004605346.1
OG0007390 >XP_004622316.1
OG0007391 >XP_004605543.1
OG0007392 >XP_004605651.1
OG0007393 >XP_004620029.1
OG0007394 >XP_012791588.1
OG0007395 >XP_012789428.1
OG0007396 >XP_004619267.1
OG0007397 >XP_004608972.1
OG0007398 >XP_004605731.1
OG0007399 >XP_004614343.1
OG0007400 >XP_004613370.1
OG0007401 >XP_012790897.1
OG0007402 >XP_004611634.1
OG0007404 >XP_004602054.1
OG0007405 >XP_004615541.1
OG0007406 >XP_004605994.1
OG0007407 >XP_004615387.1
OG0007408 >XP_004612821.1
OG0007409 >XP_012787375.1
OG0007411 >XP_004610281.1
OG0007412 >XP_012789223.1
OG0007413 >XP_004602053.2
OG0007414 >XP_004608767.1
OG0007415 >XP_004601892.1
OG0007416 >XP_004602656.1
OG0007417 >XP_004608973.1
OG0007418 >XP_004619431.1
OG0007419 >XP_004604856.1
OG0007420 >XP_004611635.1
OG0007421 >XP_004612488.1
OG0007422 >XP_004603594.1
OG0007423 >XP_012789498.1
OG0007424 >XP_004619722.2
OG0007425 >XP_004600502.1
OG0007426 >XP_004613369.2
OG0007427 >XP_004610332.1
OG0007428 >XP_004609599.1
OG0007430 >XP_004615447.1
OG0007431 >XP_004620028.1
OG0007433 >XP_004605079.1
OG0007434 >XP_004620025.1
OG0007435 >XP_004611636.1
OG0007436 >XP_004610333.1
OG0007437 >XP_004619376.1
OG0007438 >XP_004608768.1
OG0007439 >XP_004605344.1
OG0007440 >XP_012789681.1
OG0007441 >XP_004607678.2
OG0007442 >XP_012787146.1
OG0007445 >XP_004608975.1
OG0007446 >XP_004611549.1
OG0007447 >XP_004613553.1
OG0007448 >XP_004619264.1
OG0007449 >XP_012788234.1
OG0007450 >XP_004608308.1
OG0007451 >XP_004600191.1
OG0007452 >XP_012790709.1
OG0007453 >XP_004607129.1
OG0007454 >XP_004610334.1
OG0007455 >XP_004605077.1
OG0007456 >XP_012787416.1
OG0007457 >XP_004602049.1
OG0007458 >XP_012790710.1
OG0007459 >XP_004619621.1
OG0007460 >XP_012789239.1
OG0007461 >XP_004607677.1
OG0007462 >XP_004601759.1
OG0007463 >XP_004601758.1
OG0007464 >XP_004608769.1
OG0007465 >XP_004607553.1
OG0007466 >XP_012787485.1
OG0007467 >XP_004619429.1
OG0007468 >XP_004614250.1
OG0007469 >XP_012791524.1
OG0007470 >XP_004617841.1
OG0007471 >XP_004619375.1
OG0007472 >XP_004607312.1
OG0007473 >XP_004607552.1
OG0007474 >XP_004610283.1
OG0007475 >XP_004602504.1
OG0007476 >XP_004603903.1
OG0007477 >XP_012788602.1
OG0007478 >XP_004607311.1
OG0007479 >XP_004612647.1
OG0007480 >XP_004605075.1
OG0007481 >XP_004620024.1
OG0007482 >XP_004612767.1
OG0007484 >XP_004600340.1
OG0007485 >XP_012787110.1
OG0007486 >XP_004605074.1
OG0007487 >XP_004601757.1
OG0007488 >XP_004605601.1
OG0007489 >XP_004613367.1
OG0007490 >XP_012787434.1
OG0007491 >XP_004622362.1
OG0007492 >XP_004603593.1
OG0007493 >XP_004609606.1
OG0007494 >XP_004612646.1
OG0007495 >XP_004620505.1
OG0007496 >XP_004601563.1
OG0007497 >XP_012790712.1
OG0007498 >XP_004619603.1
OG0007499 >XP_004615384.1
OG0007500 >XP_004612645.1
OG0007501 >XP_004615539.1
OG0007502 >XP_004620450.1
OG0007503 >XP_004615538.1
OG0007504 >XP_004600742.1
OG0007505 >XP_004617985.1
OG0007506 >XP_012790901.1
OG0007508 >XP_004611631.1
OG0007509 >XP_004607035.1
OG0007510 >XP_004610338.1
OG0007511 >XP_004612819.1
OG0007512 >XP_004610284.1
OG0007513 >XP_004601756.1
OG0007514 >XP_004611546.1
OG0007515 >XP_004615537.1
OG0007516 >XP_004620023.1
OG0007517 >XP_004604860.1
OG0007518 >XP_004605602.1
OG0007519 >XP_004620452.1
OG0007520 >XP_004605726.1
OG0007522 >XP_004614719.1
OG0007524 >XP_012790902.1
OG0007525 >XP_004612643.1
OG0007526 >XP_012787126.1
OG0007527 >XP_004615535.1
OG0007528 >XP_004620454.1
OG0007529 >XP_004613550.1
OG0007530 >XP_004613549.1
OG0007532 >XP_012788575.1
OG0007533 >XP_004615534.1
OG0007534 >XP_012789430.1
OG0007536 >XP_004609815.1
OG0007537 >XP_012787503.1
OG0007538 >XP_004612642.1
OG0007540 >XP_004600740.1
OG0007541 >XP_004605072.1
OG0007542 >XP_012788144.1
OG0007544 >XP_004607309.1
OG0007545 >XP_004602658.1
OG0007546 >XP_004614351.1
OG0007548 >XP_004607308.1
OG0007549 >XP_004604006.1
OG0007550 >XP_004610285.1
OG0007551 >XP_004605070.1
OG0007552 >XP_004615383.1
OG0007553 >XP_004612640.1
OG0007554 >XP_012790366.1
OG0007555 >XP_012789715.1
OG0007556 >XP_004615446.1
OG0007557 >XP_012787504.1
OG0007558 >XP_004613364.1
OG0007559 >XP_004600739.1
OG0007560 >XP_004613360.1
OG0007561 >XP_004610340.1
OG0007562 >XP_004616610.2
OG0007563 >XP_004619625.1
OG0007564 >XP_004605413.1
OG0007565 >XP_004614717.1
OG0007566 >XP_004603589.1
OG0007567 >XP_004601883.1
OG0007568 >XP_004608442.1
OG0007569 >XP_004620546.1
OG0007570 >XP_012790806.1
OG0007571 >XP_004607036.1
OG0007572 >XP_004615382.1
OG0007573 >XP_012787942.1
OG0007574 >XP_004614437.1
OG0007575 >XP_004619729.1
OG0007576 >XP_004601555.1
OG0007577 >XP_004604007.2
OG0007578 >XP_004612638.1
OG0007579 >XP_004607125.1
OG0007580 >XP_004605723.1
OG0007581 >XP_004605655.1
OG0007582 >XP_004618321.1
OG0007583 >XP_004605214.1
OG0007584 >XP_004617055.1
OG0007585 >XP_004607306.1
OG0007586 >XP_004613363.1
OG0007587 >XP_012790498.1
OG0007588 >XP_004605340.1
OG0007589 >XP_004616613.1
OG0007590 >XP_004615528.1
OG0007591 >XP_012788576.1
OG0007592 >XP_004602507.1
OG0007593 >XP_004600737.1
OG0007594 >XP_004606358.1
OG0007595 >XP_004604009.1
OG0007596 >XP_004615526.1
OG0007598 >XP_004608303.1
OG0007599 >XP_004607665.2
OG0007600 >XP_012790385.1
OG0007601 >XP_012788351.1
OG0007602 >XP_004607305.1
OG0007603 >XP_004605605.1
OG0007604 >XP_012787374.1
OG0007605 >XP_004607037.1
OG0007606 >XP_004615523.1
OG0007607 >XP_004603907.1
OG0007608 >XP_004618892.1
OG0007609 >XP_012789967.1
OG0007610 >XP_012790078.1
OG0007611 >XP_004601024.1
OG0007612 >XP_004602508.1
OG0007613 >XP_004600185.1
OG0007614 >XP_004619607.1
OG0007615 >XP_004606356.1
OG0007616 >XP_004614716.1
OG0007618 >XP_012790612.1
OG0007620 >XP_004613546.1
OG0007622 >XP_004600183.1
OG0007623 >XP_004609609.1
OG0007624 >XP_004614354.2
OG0007625 >XP_004603582.1
OG0007627 >XP_004614355.1
OG0007628 >XP_004619366.1
OG0007629 >XP_004618261.1
OG0007630 >XP_012790056.1
OG0007631 >XP_004610204.1
OG0007632 >XP_004618260.1
OG0007633 >XP_004614259.1
OG0007634 >XP_004603910.1
OG0007635 >XP_012788352.1
OG0007636 >XP_012790391.1
OG0007637 >XP_004615473.1
OG0007638 >XP_004605720.1
OG0007639 >XP_004613545.1
OG0007640 >XP_012790680.1
OG0007641 >XP_004604864.1
OG0007642 >XP_004614737.1
OG0007643 >XP_004606355.1
OG0007644 >XP_004619363.1
OG0007645 >XP_012789704.1
OG0007646 >XP_004605803.1
OG0007647 >XP_004607428.1
OG0007648 >XP_004609308.1
OG0007649 >XP_012789539.1
OG0007650 >XP_004618899.2
OG0007651 >XP_004605065.1
OG0007653 >XP_004605549.1
OG0007654 >XP_004605064.1
OG0007656 >XP_004601023.1
OG0007658 >XP_004614715.1
OG0007659 >XP_012787971.1
OG0007660 >XP_004600345.1
OG0007661 >XP_004605062.1
OG0007662 >XP_004614260.1
OG0007663 >XP_004604867.1
OG0007664 >XP_004602509.1
OG0007665 >XP_004613543.1
OG0007666 >XP_012790390.1
OG0007667 >XP_012789659.1
OG0007668 >XP_012790681.1
OG0007669 >XP_004605061.1
OG0007670 >XP_012791591.1
OG0007671 >XP_004613542.1
OG0007672 >XP_004619258.1
OG0007673 >XP_004615469.1
OG0007674 >XP_004609611.1
OG0007675 >XP_004605060.1
OG0007676 >XP_004619362.1
OG0007677 >XP_004606389.1
OG0007678 >XP_004605716.1
OG0007679 >XP_004601552.1
OG0007680 >XP_004613541.1
OG0007681 >XP_004613359.1
OG0007682 >XP_004605550.2
OG0007683 >XP_004612803.1
OG0007685 >XP_004607426.1
OG0007687 >XP_012790388.1
OG0007688 >XP_004619358.1
OG0007689 >XP_012789120.1
OG0007690 >XP_004610349.1
OG0007692 >XP_004618258.1
OG0007693 >XP_004621144.1
OG0007694 >XP_004619355.1
OG0007695 >XP_012787920.1
OG0007696 >XP_004615468.1
OG0007697 >XP_004611596.1
OG0007698 >XP_004615990.1
OG0007699 >XP_012789710.1
OG0007700 >XP_004612719.1
OG0007701 >XP_004614734.1
OG0007702 >XP_004607425.1
OG0007705 >XP_004618872.1
OG0007706 >XP_012790903.1
OG0007707 >XP_004614436.1
OG0007708 >XP_004606392.1
OG0007709 >XP_004600182.1
OG0007711 >XP_004612717.1
OG0007713 >XP_004601549.1
OG0007714 >XP_004608296.1
OG0007715 >XP_004621143.1
OG0007716 >XP_004601548.1
OG0007717 >XP_004612627.1
OG0007718 >XP_004614357.1
OG0007719 >XP_004607304.1
OG0007721 >XP_012788867.1
OG0007722 >XP_012787331.1
OG0007723 >XP_004601021.1
OG0007724 >XP_012791527.1
OG0007727 >XP_012790998.1
OG0007728 >XP_004621142.1
OG0007730 >XP_004601879.1
OG0007731 >XP_004603575.1
OG0007732 >XP_004611504.1
OG0007733 >XP_004604572.1
OG0007735 >XP_004615377.1
OG0007736 >XP_004601546.1
OG0007737 >XP_012787919.1
OG0007738 >XP_004600730.1
OG0007739 >XP_004603571.1
OG0007740 >XP_004611505.1
OG0007741 >XP_004617677.1
OG0007742 >XP_004601545.1
OG0007743 >XP_004604868.1
OG0007744 >XP_004620984.1
OG0007745 >XP_004600181.1
OG0007746 >XP_012791593.1
OG0007747 >XP_004611241.1
OG0007748 >XP_004605055.1
OG0007749 >XP_004618253.1
OG0007750 >XP_004614733.1
OG0007751 >XP_004615895.1
OG0007753 >XP_004604015.1
OG0007754 >XP_012787955.1
OG0007755 >XP_004619353.1
OG0007756 >XP_004614739.1
OG0007757 >XP_004616822.1
OG0007758 >XP_012789462.1
OG0007759 >XP_012789310.1
OG0007760 >XP_012790501.1
OG0007761 >XP_004615515.1
OG0007762 >XP_004607045.1
OG0007763 >XP_012787522.1
OG0007764 >XP_004614732.1
OG0007765 >XP_004618906.1
OG0007766 >XP_004621140.1
OG0007767 >XP_004618251.1
OG0007768 >XP_004615376.1
OG0007769 >XP_012791015.1
OG0007771 >XP_004619352.1
OG0007772 >XP_012790999.1
OG0007773 >XP_012787373.1
OG0007775 >XP_004614398.1
OG0007776 >XP_004605609.1
OG0007777 >XP_004615514.1
OG0007778 >XP_012787372.1
OG0007780 >XP_012788804.1
OG0007781 >XP_012791045.1
OG0007782 >XP_012791601.1
OG0007783 >XP_012791607.1
OG0007784 >XP_004616824.1
OG0007785 >XP_004608437.1
OG0007786 >XP_004614262.1
OG0007787 >XP_004614535.1
OG0007788 >XP_012788764.1
OG0007789 >XP_012791003.1
OG0007790 >XP_004618908.1
OG0007791 >XP_004602830.1
OG0007793 >XP_004601755.1
OG0007794 >XP_004615466.1
OG0007795 >XP_004609616.1
OG0007796 >XP_004618250.1
OG0007797 >XP_004602831.1
OG0007798 >XP_004607424.1
OG0007799 >XP_004614769.1
OG0007800 >XP_012789647.1
OG0007801 >XP_004620476.1
OG0007802 >XP_004621136.1
OG0007803 >XP_004617681.1
OG0007804 >XP_004615375.1
OG0007805 >XP_004621135.1
OG0007806 >XP_004614264.1
OG0007807 >XP_004605528.1
OG0007808 >XP_004614740.1
OG0007809 >XP_004605799.1
OG0007810 >XP_004620884.1
OG0007811 >XP_004609617.1
OG0007812 >XP_012789098.1
OG0007813 >XP_012789482.1
OG0007814 >XP_004620978.1
OG0007815 >XP_004618248.1
OG0007816 >XP_004608779.1
OG0007818 >XP_004607422.1
OG0007820 >XP_004615994.1
OG0007821 >XP_004607046.1
OG0007822 >XP_004618247.1
OG0007823 >XP_004620989.1
OG0007824 >XP_004602832.1
OG0007825 >XP_004614771.1
OG0007826 >XP_012791000.1
OG0007828 >XP_004605797.1
OG0007829 >XP_012788769.1
OG0007830 >XP_004607075.1
OG0007831 >XP_004609618.1
OG0007832 >XP_004612760.1
OG0007833 >XP_004616827.1
OG0007834 >XP_012789095.1
OG0007835 >XP_004615373.1
OG0007836 >XP_004616983.1
OG0007837 >XP_004611274.1
OG0007838 >XP_004605049.1
OG0007839 >XP_004620889.1
OG0007840 >XP_004618912.1
OG0007841 >XP_004621131.1
OG0007842 >XP_004605332.1
OG0007843 >XP_004601876.1
OG0007844 >XP_004602046.1
OG0007845 >XP_004600725.1
OG0007846 >XP_012790982.1
OG0007847 >XP_004605384.1
OG0007848 >XP_012788240.1
OG0007849 >XP_004614741.1
OG0007850 >XP_004618246.1
OG0007852 >XP_004620990.2
OG0007853 >XP_004620890.1
OG0007854 >XP_004612799.1
OG0007855 >XP_004615901.1
OG0007856 >XP_004611602.1
OG0007857 >XP_004618245.1
OG0007858 >XP_012789461.1
OG0007859 >XP_012791044.1
OG0007860 >XP_004614266.1
OG0007861 >XP_012789300.1
OG0007862 >XP_012787918.1
OG0007863 >XP_004608780.1
OG0007864 >XP_004620726.2
OG0007865 >XP_004621129.1
OG0007866 >XP_004601541.1
OG0007867 >XP_004621099.1
OG0007868 >XP_004611275.1
OG0007869 >XP_004602045.1
OG0007870 >XP_004621128.1
OG0007871 >XP_004615998.1
OG0007872 >XP_004620892.1
OG0007873 >XP_004611508.1
OG0007874 >XP_004615904.1
OG0007875 >XP_004608783.1
OG0007876 >XP_004608293.1
OG0007877 >XP_004605707.1
OG0007879 >XP_004619348.1
OG0007880 >XP_004605795.1
OG0007881 >XP_004612159.1
OG0007882 >XP_004603774.1
OG0007883 >XP_004616829.1
OG0007884 >XP_004618914.1
OG0007885 >XP_004605659.1
OG0007887 >XP_004602835.1
OG0007888 >XP_004603773.1
OG0007889 >XP_004614267.1
OG0007890 >XP_004612158.1
OG0007891 >XP_004607418.1
OG0007892 >XP_004621098.1
OG0007893 >XP_004614772.1
OG0007895 >XP_004603560.1
OG0007896 >XP_004600724.1
OG0007897 >XP_004616619.1
OG0007898 >XP_004609821.1
OG0007899 >XP_004621126.1
OG0007900 >XP_004608292.1
OG0007901 >XP_012788871.1
OG0007902 >XP_004619439.1
OG0007903 >XP_004615372.1
OG0007904 >XP_012790959.1
OG0007906 >XP_004616621.1
OG0007907 >XP_012791017.1
OG0007908 >XP_012789543.1
OG0007909 >XP_004607583.1
OG0007910 >XP_004602042.1
OG0007911 >XP_004606396.1
OG0007912 >XP_012790576.1
OG0007913 >XP_004612156.1
OG0007914 >XP_004609619.1
OG0007915 >XP_004614271.1
OG0007916 >XP_004614636.1
OG0007917 >XP_012789703.1
OG0007918 >XP_004601530.1
OG0007919 >XP_004618916.1
OG0007920 >XP_012789969.1
OG0007921 >XP_004611612.1
OG0007922 >XP_004605696.1
OG0007923 >XP_012790957.1
OG0007924 >XP_004614705.1
OG0007925 >XP_012791651.1
OG0007926 >XP_004615999.1
