sample_ERR1709728	sample_ERR1709727	sample_ERR1709726	sample_ERR1709725
ENSMUSG00000095988	6.70562e-07	0	0	0
ENSMUSG00000095990	16.3575	15.3653	14.6585	17.4775
ENSMUSG00000095991	2.28231	1.67354	1.29353	1.75853
ENSMUSG00000095992	0	0	0	0
ENSMUSG00000095993	7.1771	4.71397	8.11705	11.0067
ENSMUSG00000095994	0	0	0	0
ENSMUSG00000095996	0	0	0	0
ENSMUSG00000096000	0	0	0	0
ENSMUSG00000096001	0	0.465336	0.107672	0.231427
ENSMUSG00000096002	34.0896	32.1558	36.380923	37.927055
ENSMUSG00000096003	1.90419	2.31753	1.08702	2.61452
ENSMUSG00000096006	4.32031	2.28386	3.70957	3.87853
ENSMUSG00000096009	0	0	0	0
ENSMUSG00000096010	18.2544	16.1613	13.3281	14.1991
ENSMUSG00000096011	0	0	0	0
ENSMUSG00000096014	10.6178	11.1685	9.42174	13.0121
ENSMUSG00000096016	0	0	0	0
ENSMUSG00000096020	0	0	0	0
ENSMUSG00000096023	0	0.0277548	0	0.0413357
ENSMUSG00000096024	0	0	0	0
ENSMUSG00000096029	0.170948	0.0611935	0.176394	0.11939
ENSMUSG00000096033	7.91722	2.74847	3.81575	4.10072
ENSMUSG00000096035	0.227575	0.529872	0.690992	0.212171
ENSMUSG00000096036	0.656588	0	0.206109	0.732277
ENSMUSG00000096038	0	0	0	0
ENSMUSG00000096039	84.04209	77.01098	67.57637	68.65722
ENSMUSG00000096042	0.0574808	0	0	0
ENSMUSG00000096044	1.00585	1.02782	1.50661	1.53288
ENSMUSG00000096045	11.51505	7.88564	10.49109	6.35382
ENSMUSG00000096049	0	0	0	0
ENSMUSG00000096051	0.123251	0.0385079	0.0267306	0.0574538
ENSMUSG00000096054	135.26256	131.06108	124.29392	160.13733
ENSMUSG00000096055	0	0	0	0
ENSMUSG00000096065	0	0.0859212	0.0944372	0
ENSMUSG00000096066	0	0	0	0
ENSMUSG00000096068	0	0	0	0
ENSMUSG00000096069	0	0.112303	0.311825	0.112286
ENSMUSG00000096071	0	0	0	0
ENSMUSG00000096072	0	0	0	0
ENSMUSG00000096073	0	0	0	0
ENSMUSG00000096074	0	0	0	0
ENSMUSG00000096078	0	0	0	0
ENSMUSG00000096081	0	0	0	0
ENSMUSG00000096083	0.501424	0	0.235436	0.78714
ENSMUSG00000096084	0	0	0	0
ENSMUSG00000096086	0	0	0.135092	0
ENSMUSG00000096088	0	0	0	0
ENSMUSG00000096094	1.64401	2.0546	0.53009	0.51091
ENSMUSG00000096096	0	0	0	0
ENSMUSG00000096097	0	0	0.0595885	0
ENSMUSG00000096099	0.71608821	0.70599636	0.60946751	0.79899
ENSMUSG00000096100	0	0.0860786	0.0597522	0.128429
ENSMUSG00000096102	0	0	0	0
ENSMUSG00000096105	0	0	0	0
ENSMUSG00000096106	0	0.385237	0.0891385	0.287387
ENSMUSG00000096107	0.765443	1.02101	0.85718	0.487382
ENSMUSG00000096108	0	0	0	0
ENSMUSG00000096109	2.21033	2.34992	2.76449	3.00969
ENSMUSG00000096119	0	0	0	0
ENSMUSG00000096120	0	0	0	0
ENSMUSG00000096122	0	0	0	0
ENSMUSG00000096127	0	0	0	0
ENSMUSG00000096129	0	0	0	0
ENSMUSG00000096131	0	0	0.17012	0
ENSMUSG00000096135	0	0	0	0
ENSMUSG00000096137	0	0	0	0
ENSMUSG00000096138	0	0	0	0
ENSMUSG00000096139	0	0	0	0
ENSMUSG00000096140	1.24526	1.16719	0.86423	2.08974
ENSMUSG00000096141	14.672038	12.494982	9.383749	9.298058
ENSMUSG00000096145	30.26345	30.9946	29.33411	29.32137
ENSMUSG00000096146	13.01678	13.081014	12.225772	14.287379
ENSMUSG00000096149	0	0	0	0
ENSMUSG00000096150	0	0	0	0
ENSMUSG00000096151	1.91952	1.72648	1.44465	2.45238
ENSMUSG00000096152	0	0	0	0
ENSMUSG00000096154	0	0	0	0
ENSMUSG00000096156	0	0	0	0
ENSMUSG00000096157	0	0	0	0
ENSMUSG00000096158	0	0	0	0
ENSMUSG00000096160	0.548033	0	0	0
ENSMUSG00000096164	0	0	0	0
ENSMUSG00000096167	1.85473	1.61103	1.97851	1.9053
ENSMUSG00000096168	0	0.385237	0.0891385	0.287387
ENSMUSG00000096169	2.5529210130933	2.019834	2.34172900043417	2.84812000594283
ENSMUSG00000096171	0	0	0.281368	0.210023
ENSMUSG00000096173	0	0	0	1.36027
ENSMUSG00000096175	1.23192	0.585318	0	0
ENSMUSG00000096176	0	0	0	0
ENSMUSG00000096177	0	0.157972	0	0
ENSMUSG00000096178	0	0	0	0
ENSMUSG00000096179	0	0	0	0
ENSMUSG00000096180	0	0	0	0
ENSMUSG00000096183	0	0	0	0
ENSMUSG00000096188	58.0233	57.8391	47.106	56.7592
ENSMUSG00000096192	5.689499	3.488391	6.73496	7.516355
ENSMUSG00000096194	0	0	0	0
ENSMUSG00000096197	0.884866	1.13539	0	0
ENSMUSG00000096199	3.50116	4.22	3.95633	3.16982
ENSMUSG00000096201	0.306041	0.875084	0.428536	1.339474
ENSMUSG00000096209	4.01308	3.96772	3.09318	3.75749
ENSMUSG00000096210	98.1315	99.5723	93.9711	80.3754
ENSMUSG00000096213	0	0	0	0
ENSMUSG00000096215	0	1.27024	1.03405	0.824969
ENSMUSG00000096216	0.426139	0	0.369685	0.397294
ENSMUSG00000096217	1.20701	1.68321	0.94593	1.53235
ENSMUSG00000096218	0.7219	1.06931	1.20205	1.12378
ENSMUSG00000096220	6.36113	5.90938	6.65517	6.25738
ENSMUSG00000096223	0	0.719765	0	0
ENSMUSG00000096225	4.562849	5.2556	2.04619	17.895721
ENSMUSG00000096228	0.491243	0.101514	0.12549	0.388514
ENSMUSG00000096229	2.97369	2.53312	3.76148	4.11972
ENSMUSG00000096230	0	0	0	0
ENSMUSG00000096233	0	0	1.60942	0.617818
ENSMUSG00000096235	0	0	0	0
ENSMUSG00000096236	0	0	0	0
ENSMUSG00000096240	54.3209	31.3326	57.9313	54.4515
ENSMUSG00000096244	0	0	0	0
ENSMUSG00000096250	0	0	0	0
ENSMUSG00000096254	0	0	0	0
ENSMUSG00000096255	50.7736	57.7594	43.4422	52.2855
ENSMUSG00000096256	10.2201	10.8039	15.9449	5.91689
ENSMUSG00000096257	6.04696	4.85462	4.34049	4.77674
ENSMUSG00000096258	0	0	0	0
ENSMUSG00000096259	0	0	0	0
ENSMUSG00000096265	1.23184	1.06705	0.611637	0
ENSMUSG00000096268	0	0	0	0
ENSMUSG00000096269	0	0	0	0
ENSMUSG00000096270	0	0	0	0
ENSMUSG00000096273	0	0	0	0
ENSMUSG00000096275	0	0	0	0
ENSMUSG00000096276	0	0	0	0
ENSMUSG00000096277	0	0	0	0
ENSMUSG00000096278	0	0	0	0
ENSMUSG00000096283	0	0	0	0
ENSMUSG00000096284	0	0	0	0.180728
ENSMUSG00000096286	0	0	0	0
ENSMUSG00000096289	1.431885	2.015872	1.4930436	2.080869
ENSMUSG00000096294	0	0	0.0260702	0
ENSMUSG00000096295	0	0	0	0
ENSMUSG00000096301	0	0	0	0
ENSMUSG00000096304	0	0	0	0
ENSMUSG00000096308	0	0	0	0
ENSMUSG00000096311	0	0	0	0
ENSMUSG00000096316	0	0	0	0
ENSMUSG00000096320	2.19645	2.15703	2.2987	2.31173
ENSMUSG00000096323	0	0	0.459375	0.367922
ENSMUSG00000096326	0	0	0	0
ENSMUSG00000096329	0	0	0	0
ENSMUSG00000096330	1.05194	0.727537	0	0.217097
ENSMUSG00000096332	0	0	0	0
ENSMUSG00000096333	0	0	0	0
ENSMUSG00000096336	0	0	0	0
ENSMUSG00000096337	0.0117056	0.0311231	0.00521979	0
ENSMUSG00000096340	0	0	0	0
ENSMUSG00000096344	0.00108418	0	0.0608669	0
ENSMUSG00000096345	0	0	0	0
ENSMUSG00000096347	0	0	0	0
ENSMUSG00000096348	0	0	0	0
ENSMUSG00000096351	6.0057405	8.104917	4.518697	7.9041485628
ENSMUSG00000096354	0	0.0859212	0.0944372	0
ENSMUSG00000096355	0	0	0	0
ENSMUSG00000096356	2.93064	2.96313	2.9695	2.55664
ENSMUSG00000096361	1.80214	0.371401	0	1.65043
ENSMUSG00000096362	0	0.155112	0	0
ENSMUSG00000096363	0	0	0	0
ENSMUSG00000096365	1.02744	0.726274	0.938806	0.603177
ENSMUSG00000096366	0	0	1.93195e-06	0.6977
ENSMUSG00000096370	49.63511	52.75525	42.19339	44.08225
ENSMUSG00000096372	0	0	0	0
ENSMUSG00000096373	3.37841	3.32682	3.0699	3.27991
ENSMUSG00000096374	0	0	0	0
ENSMUSG00000096375	0	0	0	0
ENSMUSG00000096376	0	0	0	0
ENSMUSG00000096380	0	0	0.100693	0
ENSMUSG00000096385	4.605534	5.251945	0.721136	3.12304
ENSMUSG00000096386	0	0	0	0
ENSMUSG00000096393	0.376068	0	0	0
ENSMUSG00000096396	0	0	0	0
ENSMUSG00000096397	0	0	0	0
ENSMUSG00000096399	0	0	0.056699	0
ENSMUSG00000096400	0	0	0	0
ENSMUSG00000096401	31.9484	30.9905	25.0976	31.5905
ENSMUSG00000096403	0	0.223638	0.162376	0.371145
ENSMUSG00000096405	6.0441	5.45866	6.13659	5.113644
ENSMUSG00000096407	0	0	0	0
ENSMUSG00000096409	2.17229	2.66151	2.21825	2.26913
ENSMUSG00000096410	0	0	0	0
ENSMUSG00000096413	0	0	0	0
ENSMUSG00000096414	0	0	0	0
ENSMUSG00000096417	0	0	0	0
ENSMUSG00000096420	0	0	0	0
ENSMUSG00000096421	0	0	0	0
ENSMUSG00000096422	0	0	0	0
ENSMUSG00000096424	0	0	0	0
ENSMUSG00000096426	0	0	0	0
ENSMUSG00000096427	0	0	0	0
ENSMUSG00000096429	0	0	0	0
ENSMUSG00000096433	10.5115	9.68611	10.7825	11.6044
ENSMUSG00000096436	1.87668	1.94851	1.73533	2.32503
ENSMUSG00000096437	0	0	0	0
ENSMUSG00000096438	0	0	0	0.407955
ENSMUSG00000096439	0	0	0	0
ENSMUSG00000096440	2.65773	2.32503	1.15282	1.98226
ENSMUSG00000096442	0	0	0	0
ENSMUSG00000096445	0	0	0	0
ENSMUSG00000096446	0.61701	0.910703	1.22473	1.25428
ENSMUSG00000096448	0	0	0	0
ENSMUSG00000096449	0	0	0	0
ENSMUSG00000096450	0	0	0	0
ENSMUSG00000096452	0	0	0	0
ENSMUSG00000096453	0	0	0	0
ENSMUSG00000096457	0	0	0	0
ENSMUSG00000096458	31.5726	32.5101	27.41283	32.89628
ENSMUSG00000096459	0	0	0	0
ENSMUSG00000096461	0	0	0	0
ENSMUSG00000096463	66.3588	63.2441	63.4028	67.4622
ENSMUSG00000096464	0	0	0	0
ENSMUSG00000096465	0.48740822	0.44268774	0.258260137	0.39625857
ENSMUSG00000096467	0	0	0	0
ENSMUSG00000096468	0	0	0	0
ENSMUSG00000096470	0	0.0277548	0	0.0413357
ENSMUSG00000096472	45.7867	46.66048	41.921881	40.0714
ENSMUSG00000096474	0	0	0	0
ENSMUSG00000096476	0	0.405163	0	0
ENSMUSG00000096477	0	0	0	0
ENSMUSG00000096478	0.632047	0	0	0
ENSMUSG00000096481	0	0	0.163718	0
ENSMUSG00000096483	0	0	0	0
ENSMUSG00000096484	0.0117056	0.0311231	0.00521979	0
ENSMUSG00000096485	0	0	0	0
ENSMUSG00000096486	0	0	0	0
ENSMUSG00000096488	8.47867	8.70474	7.42646	7.17773
ENSMUSG00000096490	0	0	0	0
ENSMUSG00000096497	0.497569	0.312035	0.353141	0.434421
ENSMUSG00000096498	0	0	0	0
ENSMUSG00000096499	0	0	0	0
ENSMUSG00000096505	0	0.184309	0.51176	0.27499
ENSMUSG00000096507	0	0	0	0
ENSMUSG00000096508	0.0439846	0	0.0190788	0.0410072
ENSMUSG00000096513	0	0	0	0
ENSMUSG00000096515	0	0	0	0
ENSMUSG00000096516	4.42564	4.87184	4.85465	4.37556
ENSMUSG00000096517	0.391933	0	0.509972	0.365221
ENSMUSG00000096518	0	0	0	0
ENSMUSG00000096519	7.193	3.9032	1.26744	7.21835
ENSMUSG00000096520	0	0	0	0
ENSMUSG00000096521	0	0	0	0
ENSMUSG00000096524	0	0	0	0
ENSMUSG00000096525	0	0	0	0
ENSMUSG00000096527	0	0	0	0
ENSMUSG00000096530	0	0	0	0
ENSMUSG00000096531	0	0	0	0
ENSMUSG00000096534	0	0	0	0
ENSMUSG00000096537	0	0	0.0653801	0.281052
ENSMUSG00000096538	0	0	0	0
ENSMUSG00000096539	0	0	0	0
ENSMUSG00000096541	0	0	0	0
ENSMUSG00000096544	0	3.07337	0.745497	3.78097
ENSMUSG00000096546	0.748453	0.834625	0.570968	0.904513
ENSMUSG00000096549	13.85237	13.285674	13.13662	12.60175
ENSMUSG00000096550	0	0	0	0
ENSMUSG00000096551	0	0	0	0
ENSMUSG00000096554	0	0	0	0
ENSMUSG00000096555	0	0	0	0
ENSMUSG00000096557	0	0	0	0
ENSMUSG00000096566	0	0	0	0
ENSMUSG00000096568	0	0	0	0
ENSMUSG00000096569	10.9993	16.6531	1.67973	0.215427
ENSMUSG00000096574	0	0.60079	1.42655	0.932852
ENSMUSG00000096576	0	0	0	0
ENSMUSG00000096577	0	0	0	0
ENSMUSG00000096578	0.326443	0.205128	0.429687	0.605042
ENSMUSG00000096579	2.17918	2.14011	1.84546	1.01211
ENSMUSG00000096580	0	0	0	0
ENSMUSG00000096582	0	0	0	0
ENSMUSG00000096584	0	0	0	0
ENSMUSG00000096589	0	0	0	0
ENSMUSG00000096591	0.388922	0	0.122163	0
ENSMUSG00000096592	0	0	0	0.332651
ENSMUSG00000096593	0	0.159943	0.0317171	0.1811944
ENSMUSG00000096594	0	0	0	0
ENSMUSG00000096596	2.12574	0	0.66303	0
ENSMUSG00000096597	0.551016	0.516471	0.717026	0.256858
ENSMUSG00000096600	0	0	0	0
ENSMUSG00000096601	0	0	0	0
ENSMUSG00000096606	1.02927	0.996897	1.87511	1.10353
ENSMUSG00000096607	1.57684	1.16292	1.92542	2.26575
ENSMUSG00000096614	0	0	0	0
ENSMUSG00000096615	0	0	0	0
ENSMUSG00000096617	0	0.785521	0	0
ENSMUSG00000096618	0	0	0	0
ENSMUSG00000096619	0	0	0	0
ENSMUSG00000096620	0	0	0	0
ENSMUSG00000096621	0	0	0	0
ENSMUSG00000096626	0	0	0	0
ENSMUSG00000096629	3.95744	4.25349	2.47999	3.12244
ENSMUSG00000096630	2.66896	2.33053	2.35787	2.40154000038338
ENSMUSG00000096632	0.800145	0	0	0
ENSMUSG00000096638	0	0	0	0
ENSMUSG00000096640	0	0	0	0
ENSMUSG00000096641	0	0	0.0348612	0
ENSMUSG00000096644	0	0	0	0
ENSMUSG00000096645	0	0	0	0
ENSMUSG00000096647	0	0	0	0
ENSMUSG00000096649	0	0	0	0
ENSMUSG00000096650	0	0	0	0
ENSMUSG00000096652	0	0	0	0
ENSMUSG00000096653	0	1.4331289	0.988627	0
ENSMUSG00000096654	1.46046	0	0	0
ENSMUSG00000096656	0	0	0	0
ENSMUSG00000096658	0.0428322	0.0549358	0	0
ENSMUSG00000096661	0	0.505364	0.701606	0
ENSMUSG00000096663	0	0	0	0
ENSMUSG00000096664	0.10606	0	0	0
ENSMUSG00000096666	0	0	0	0
ENSMUSG00000096668	0.0668715	0	0	0
ENSMUSG00000096670	0	0	0	0
ENSMUSG00000096672	0	0	0	0
ENSMUSG00000096674	0	0	0	0
ENSMUSG00000096678	0	0	0	0
ENSMUSG00000096679	0.20883	0.0869947	0.0603881	0.129796
ENSMUSG00000096680	0	0	0	0
ENSMUSG00000096681	0	0	0	0
ENSMUSG00000096682	0	0	0	0
ENSMUSG00000096685	0	0.0624986	0	0
ENSMUSG00000096686	0	0	0	0
ENSMUSG00000096687	17.49277	19.00477	15.97928	17.46369
ENSMUSG00000096688	0	0	0	0
ENSMUSG00000096690	0	0	0	0
ENSMUSG00000096691	0	0	0	0
ENSMUSG00000096695	0	0	0	0
ENSMUSG00000096696	13.6194	11.0892	14.3946	15.8043
ENSMUSG00000096697	0	0	0	0
ENSMUSG00000096699	1.24853	2.74962	1.64767	0
ENSMUSG00000096700	0	0	0	0
ENSMUSG00000096701	0	0	0	0
ENSMUSG00000096703	1.41258	1.6583686	1.531811	1.717506
ENSMUSG00000096705	0	0	0	0
ENSMUSG00000096706	0	0.110233	0.51012	0
ENSMUSG00000096707	0	0.0481455	0	0
ENSMUSG00000096708	0	0	0	0
ENSMUSG00000096709	0	0	0	0
ENSMUSG00000096712	0	0	0.40411	0
ENSMUSG00000096714	0.303535	0.494571	0.544169	0.654798
ENSMUSG00000096715	0	0	0	0
ENSMUSG00000096716	0	0	0	0
ENSMUSG00000096717	0	0	0	0
ENSMUSG00000096718	8.19638	7.51352	9.88137	8.66981
ENSMUSG00000096719	0	0	0.114875	0
ENSMUSG00000096722	0	0	0.782649	0.417834
ENSMUSG00000096724	0	0	0	0
ENSMUSG00000096726	0	0	0	0
ENSMUSG00000096727	4.303387	5.73775	4.012083	2.23227525
ENSMUSG00000096728	0	0	0	0
ENSMUSG00000096729	0.0117056	0.01123392	0.00521979	0
ENSMUSG00000096732	0	0.0856082	0	0
ENSMUSG00000096733	0	0	0	0
ENSMUSG00000096734	0	0	0	0
ENSMUSG00000096735	0	0.053968606332	0.0488092803442	0
ENSMUSG00000096736	0.680717	0	0	0
ENSMUSG00000096737	0	0	0	0
ENSMUSG00000096740	7.07692	18.75008	13.75924	14.91343
ENSMUSG00000096741	0	0	0	0
ENSMUSG00000096742	0	0	0	0
ENSMUSG00000096743	0	0.167749	0.34961	0
ENSMUSG00000096744	0	0	0	0
ENSMUSG00000096745	0	0	0	0
ENSMUSG00000096746	0	0	0	0
ENSMUSG00000096747	0	0	0	0
ENSMUSG00000096749	0	0	0	0
ENSMUSG00000096750	0	0	0	0
ENSMUSG00000096753	5.39654	4.29768	3.33261	4.39941
ENSMUSG00000096755	0	0.209399	0	0
ENSMUSG00000096756	0	0	0	0
ENSMUSG00000096757	2.45382	2.02296	1.86088	2.01869
ENSMUSG00000096760	0	0	0	0
ENSMUSG00000096761	0	0	0	0
ENSMUSG00000096763	0	0	0	0
ENSMUSG00000096764	3.66631	4.3796	3.55717	4.39899
ENSMUSG00000096767	0	0	0	0
ENSMUSG00000096769	0	0	0	0
ENSMUSG00000096770	10.9993	16.6531	1.67973	0.215427
ENSMUSG00000096773	0.509476	0.686652	0.620084	0.676388000739849
ENSMUSG00000096775	0.904438	2.47553	1.05458	1.02571
ENSMUSG00000096776	0	0	0	0
ENSMUSG00000096780	101.5728	109.006100543168	69.9283	113.4146
ENSMUSG00000096788	0	0	0	0
ENSMUSG00000096792	0	0	0	0
ENSMUSG00000096793	7.32182	6.73658	4.33581	4.66641
ENSMUSG00000096794	2.87787	2.98752	3.08725	3.07368
ENSMUSG00000096795	21.12433	22.81442	25.53119	29.92962
ENSMUSG00000096797	0	0	0	0
ENSMUSG00000096798	0	0.0890974	0	0
ENSMUSG00000096800	0	0	0	0
ENSMUSG00000096803	0	0	0	0
ENSMUSG00000096805	0	0	0	0
ENSMUSG00000096806	0.0818206	0.0255637	0.124217	0.0381411
ENSMUSG00000096808	83.4906	74.5526	86.3728	85.2494
ENSMUSG00000096810	0.305641	0.175493	0.229673	0
ENSMUSG00000096813	0	0	0	0
ENSMUSG00000096818	0	0.427263	0	0
ENSMUSG00000096819	0	0	0	0.092327
ENSMUSG00000096820	0	0	0	0
ENSMUSG00000096822	20.0346	18.3504	19.7588	20.1368
ENSMUSG00000096824	0	0	0	0
ENSMUSG00000096825	0	0	0	0
ENSMUSG00000096826	3.7587	2.21489	2.63571	2.7575
ENSMUSG00000096827	0	0	0	0
ENSMUSG00000096828	1.356045	3.6763679	1.90648	2.567318
ENSMUSG00000096831	0	0	0	0
ENSMUSG00000096833	0	0	0	0
ENSMUSG00000096834	0	0	0	0
ENSMUSG00000096839	0	0.110395	0.0898605	0
ENSMUSG00000096840	0	0	0	0
ENSMUSG00000096842	0	0	0	0
ENSMUSG00000096844	0	0	0	0
ENSMUSG00000096846	0	0	0	0
ENSMUSG00000096847	34.4539	36.7662	44.0813	33.1193
ENSMUSG00000096850	12.1774	19.2472	13.6713	15.3601
ENSMUSG00000096852	0	0	0	0
ENSMUSG00000096854	0.362497	0	0	0.152999
ENSMUSG00000096856	9.44359	8.74505	8.1428	9.24808
ENSMUSG00000096857	0	0.0329124	0	0
ENSMUSG00000096858	0	0	0	0
ENSMUSG00000096859	0	0	0	0
ENSMUSG00000096861	0.0759808	0.023803	0.0494777	0.0354658
ENSMUSG00000096862	5.71842	6.74658	7.45824	8.41031
ENSMUSG00000096864	0	0	0	0
ENSMUSG00000096867	0	0	0	0
ENSMUSG00000096869	0	0	0	0
ENSMUSG00000096871	0	0	0	0
ENSMUSG00000096872	0	0	0.0647315	0
ENSMUSG00000096874	0	0	0	0
ENSMUSG00000096875	0	0	0	0
ENSMUSG00000096878	0	0.288724	0.167442	0.335096
ENSMUSG00000096879	0	0	0	0
ENSMUSG00000096881	0	0	0	0
ENSMUSG00000096883	1.20874	1.454021	4.50288	1.937081
ENSMUSG00000096884	0	0	0	0
ENSMUSG00000096885	0	0	0	0
ENSMUSG00000096887	27307.7	27621.1	27116.5	28215.2
ENSMUSG00000096890	0	1.32391	1.37851	0
ENSMUSG00000096891	0	0	0	0
ENSMUSG00000096898	0	0	0	0
ENSMUSG00000096899	0	0	0	0
ENSMUSG00000096900	0	0	0	0
ENSMUSG00000096901	0	0	0.0874257	0.401768
ENSMUSG00000096902	0	0	0	0
ENSMUSG00000096903	0	0	0	0
ENSMUSG00000096904	1.29957	2.49679	1.89714	2.16975
ENSMUSG00000096905	0	0	0	0
ENSMUSG00000096907	0	0	0	0
ENSMUSG00000096908	0	0	0	0
ENSMUSG00000096910	25.60821	26.192	28.70718	28.07869
ENSMUSG00000096914	41.430186	38.95972	32.242527	51.203932
ENSMUSG00000096915	0	0	0	0
ENSMUSG00000096916	7.63203	7.9643	8.00292	9.01034
ENSMUSG00000096920	0	0	0	0
ENSMUSG00000096923	1.23343	0.76895	0.529137	0.385717
ENSMUSG00000096927	0	0	0	0
ENSMUSG00000096930	0	0	0.0539697	0.232001
ENSMUSG00000096939	0.170746	0	0	0
ENSMUSG00000096942	2.9551	0	2.6234	9.58526
ENSMUSG00000096949	0	0	0	0
ENSMUSG00000096955	0	1.58729e-08	0	0
ENSMUSG00000096962	2.26775	1.8894	0.983659	3.52374
ENSMUSG00000096964	1.24984	1.08097	1.14714	1.10889
ENSMUSG00000096966	0.987437	0.649817	0.92511	0.657394
ENSMUSG00000096968	1.54936	1.16172	1.07442	1.90921
ENSMUSG00000096973	0	0	0	0
ENSMUSG00000097012	0.004917	0	0.00221094	0
ENSMUSG00000097024	0	0	0	0
ENSMUSG00000097041	0	0.0992905	0.0689165	0
ENSMUSG00000097050	0.147646	0.317276	0.287825	0.278087
ENSMUSG00000097053	0.342875	0.434672	0.22408	0
ENSMUSG00000097054	0	0	0	0
ENSMUSG00000097075	1.779148	2.3615550448361	2.108056	2.526313
ENSMUSG00000097078	2.19143	1.94057	0.845007	1.42813
ENSMUSG00000097084	0.412391	0.182099	0.278125	0.108286
ENSMUSG00000097086	0.888965	0.400435	0.949472	1.35754
ENSMUSG00000097106	0	0	0	0
ENSMUSG00000097116	0	0	0	0
ENSMUSG00000097130	0	0	0	0
ENSMUSG00000097148	8.02952	5.85908	7.10673	7.25351
ENSMUSG00000097175	0	0	0	0
ENSMUSG00000097186	0	0.24415	0.169479	0
ENSMUSG00000097187	3.11891	2.99833	2.70572	1.34205
ENSMUSG00000097190	0	0	0	0
ENSMUSG00000097199	0	0	0	0
ENSMUSG00000097202	0	0	0	0
ENSMUSG00000097214	0	0	0.0858544	0
ENSMUSG00000097221	0	1.51901	2.08706	0
ENSMUSG00000097239	7.06793	10.3805	7.94881	5.88929
ENSMUSG00000097244	0.499758	0.312285	0.216775	0.232965
ENSMUSG00000097245	0.0689231	0.0430335	0.0299169	0.0647102
ENSMUSG00000097255	0	0	0	0
ENSMUSG00000097260	0	0	0	0
ENSMUSG00000097264	1.07448	1.00712	1.3982	0.500874
ENSMUSG00000097271	1.2779	0.9126	0.91064	1.702
ENSMUSG00000097291	1.308283	0.248015	0.172162	0
ENSMUSG00000097295	0.285783	0.357228	0.496182	0
ENSMUSG00000097304	1.09159	0	0	0
ENSMUSG00000097327	34.15973	33.218896	30.76006	30.348376
ENSMUSG00000097328	7.20888	5.08381	9.31128	5.16522
ENSMUSG00000097333	16.39099	14.2527228	15.706889	17.582356
ENSMUSG00000097349	0	0	0	0
ENSMUSG00000097352	11.56846	8.62388	13.0679042	11.9841523
ENSMUSG00000097366	0.259159	0.434483	0.62672	0.246591
ENSMUSG00000097371	0.178396	0.587564	0.475911	0.173346
ENSMUSG00000097382	0	0.0535359	0	0
ENSMUSG00000097388	1.60064	4.1115	3.15132	3.56603
ENSMUSG00000097392	31.857440299	30.3691700428576	37.02213	32.6736000018738
ENSMUSG00000097412	10.0285202	12.60062	9.692899	9.99455
ENSMUSG00000097425	4.72476	3.893565	4.757475	4.67185
ENSMUSG00000097426	0	0	0	0
ENSMUSG00000097427	0	0	0.01212	0.0214009
ENSMUSG00000097470	0	0	0	0
ENSMUSG00000097473	0	0	0	0
ENSMUSG00000097480	0	0	0.0754328	0
ENSMUSG00000097487	9.245625	8.50428	9.087498	8.560739
ENSMUSG00000097529	0	0	0	0
ENSMUSG00000097530	0	0	0	0
ENSMUSG00000097532	5.00584	4.47735	5.95133	5.00365
ENSMUSG00000097550	0	0	0.01212	0.0214009
ENSMUSG00000097552	0	0	0	0
ENSMUSG00000097565	0	0	0	0
ENSMUSG00000097574	6.37498	6.08015	4.6572	5.73491
ENSMUSG00000097586	0	0	0	0
ENSMUSG00000097594	0	0	0	0
ENSMUSG00000097608	0	0	0	0
ENSMUSG00000097612	0.708727	0.442864	0.845398	0.660752
ENSMUSG00000097628	0	0	0	0
ENSMUSG00000097630	0	0	0	0
ENSMUSG00000097638	2.24881	1.9749	1.31817	0.849968
ENSMUSG00000097642	7.06131	6.15064	6.77554	6.58332
ENSMUSG00000097646	0	0	0	0
ENSMUSG00000097653	0	0	0	0
ENSMUSG00000097656	27.7159	42.0383	35.6922	27.0277
ENSMUSG00000097657	1.13074	1.48271	1.9055	1.23923
ENSMUSG00000097669	0	0	0	0
ENSMUSG00000097670	0	0	0	0
ENSMUSG00000097679	0	0	0	0
ENSMUSG00000097693	0.44549	0.511188	0.517578	0.667479
ENSMUSG00000097704	0	0	0	0
ENSMUSG00000097711	0	0	0	0.156895
ENSMUSG00000097713	0.676077	0.528077	0.366569	0.94547
ENSMUSG00000097715	18.19347	17.698128	21.721398	15.981607
ENSMUSG00000097719	0	0	0	0
ENSMUSG00000097739	8.09041	6.84926	6.61376	7.36399
ENSMUSG00000097780	0	0	0	0
ENSMUSG00000097789	3.51504	3.585203	8.92385	6.33404
ENSMUSG00000097790	0	0	0	0
ENSMUSG00000097795	0	0.111372	0	0
ENSMUSG00000097798	0	0	0	0
ENSMUSG00000097803	1.33461	0	0.55076	0
ENSMUSG00000097833	0.670899	0.314402	0.290981	0.469104
ENSMUSG00000097853	0	0	0	0
ENSMUSG00000097854	0	0	8.93906	0
ENSMUSG00000097878	0	0	0.01212	0.0214009
ENSMUSG00000097883	0	0	0	0
ENSMUSG00000097886	0	0	0	0
ENSMUSG00000097891	0	0	0	0
ENSMUSG00000097895	0	0	0	0
ENSMUSG00000097897	0	0	0	0
ENSMUSG00000097900	0	0	0	0
ENSMUSG00000097906	1.59842	0.712309	1.18308	1.10251
ENSMUSG00000097918	0	0	0.139422	0.299668
ENSMUSG00000097919	0	1.15215	0	0.775935
